File_name,Video_length_clips,Video_length_seconds,Threshold_0.0000,Duplicate_names_0.0000,Is_duplicate_0.0000,Duplicate_clip_count_0.0000,Total_non_duplicates_0.0000,Threshold_0.0001,Duplicate_names_0.0001,Is_duplicate_0.0001,Duplicate_clip_count_0.0001,Total_non_duplicates_0.0001,Threshold_0.0002,Duplicate_names_0.0002,Is_duplicate_0.0002,Duplicate_clip_count_0.0002,Total_non_duplicates_0.0002,Threshold_0.0003,Duplicate_names_0.0003,Is_duplicate_0.0003,Duplicate_clip_count_0.0003,Total_non_duplicates_0.0003,Threshold_0.0004,Duplicate_names_0.0004,Is_duplicate_0.0004,Duplicate_clip_count_0.0004,Total_non_duplicates_0.0004,Threshold_0.0010,Duplicate_names_0.0010,Is_duplicate_0.0010,Duplicate_clip_count_0.0010,Total_non_duplicates_0.0010
TNS_0091_V.mp4,2,20,0.0,None,False,0,154,0.0001,None,False,0,154,0.0002,None,False,0,154,0.0003,None,False,0,154,0.0004,None,False,0,154,0.001,None,False,0,154
TNS_0101_V.mp4,1,10,0.0,None,False,0,154,0.0001,None,False,0,154,0.0002,None,False,0,154,0.0003,None,False,0,154,0.0004,None,False,0,154,0.001,None,False,0,154
TNS_0110_V.mp4,10,100,0.0,None,False,0,154,0.0001,None,False,0,154,0.0002,None,False,0,154,0.0003,None,False,0,154,0.0004,None,False,0,154,0.001,None,False,0,154
TNS_0111_V.mp4,7,70,0.0,None,False,0,154,0.0001,None,False,0,154,0.0002,None,False,0,154,0.0003,None,False,0,154,0.0004,None,False,0,154,0.001,None,False,0,154
TNS_0131_V.mp4,2,20,0.0,None,False,0,154,0.0001,None,False,0,154,0.0002,None,False,0,154,0.0003,None,False,0,154,0.0004,None,False,0,154,0.001,None,False,0,154
TNS_0151_V.mp4,10,100,0.0,None,False,0,154,0.0001,None,False,0,154,0.0002,None,False,0,154,0.0003,None,False,0,154,0.0004,None,False,0,154,0.001,None,False,0,154
TNS_0152_V.mp4,4,40,0.0,None,False,0,154,0.0001,None,False,0,154,0.0002,None,False,0,154,0.0003,None,False,0,154,0.0004,None,False,0,154,0.001,None,False,0,154
TNS_0161_V.mp4,10,100,0.0,None,False,0,154,0.0001,None,False,0,154,0.0002,None,False,0,154,0.0003,None,False,0,154,0.0004,None,False,0,154,0.001,None,False,0,154
TNS_0162_V.mp4,10,100,0.0,None,False,0,154,0.0001,None,False,0,154,0.0002,None,False,0,154,0.0003,None,False,0,154,0.0004,None,False,0,154,0.001,None,False,0,154
TNS_0163_V.mp4,10,100,0.0,None,False,0,154,0.0001,None,False,0,154,0.0002,None,False,0,154,0.0003,None,False,0,154,0.0004,None,False,0,154,0.001,None,False,0,154
TNS_0164_V.mp4,10,100,0.0,None,False,0,154,0.0001,None,False,0,154,0.0002,None,False,0,154,0.0003,None,False,0,154,0.0004,None,False,0,154,0.001,None,False,0,154
TNS_0165_V.mp4,10,100,0.0,None,False,0,154,0.0001,None,False,0,154,0.0002,None,False,0,154,0.0003,None,False,0,154,0.0004,None,False,0,154,0.001,None,False,0,154
TNS_0166_V.mp4,10,100,0.0,None,False,0,154,0.0001,None,False,0,154,0.0002,None,False,0,154,0.0003,None,False,0,154,0.0004,None,False,0,154,0.001,None,False,0,154
TNS_0167_V.mp4,7,70,0.0,None,False,0,154,0.0001,None,False,0,154,0.0002,None,False,0,154,0.0003,None,False,0,154,0.0004,None,False,0,154,0.001,None,False,0,154
TNS_0171_V.mp4,10,100,0.0,None,False,0,154,0.0001,None,False,0,154,0.0002,None,False,0,154,0.0003,None,False,0,154,0.0004,None,False,0,154,0.001,None,False,0,154
TNS_0172_V.mp4,10,100,0.0,None,False,0,154,0.0001,None,False,0,154,0.0002,None,False,0,154,0.0003,None,False,0,154,0.0004,None,False,0,154,0.001,None,False,0,154
TNS_0173_V.mp4,10,100,0.0,None,False,0,154,0.0001,None,False,0,154,0.0002,None,False,0,154,0.0003,None,False,0,154,0.0004,None,False,0,154,0.001,None,False,0,154
TNS_0174_V.mp4,10,100,0.0,None,False,0,154,0.0001,None,False,0,154,0.0002,None,False,0,154,0.0003,None,False,0,154,0.0004,None,False,0,154,0.001,None,False,0,154
TNS_0175_V.mp4,10,100,0.0,None,False,0,154,0.0001,None,False,0,154,0.0002,None,False,0,154,0.0003,None,False,0,154,0.0004,None,False,0,154,0.001,None,False,0,154
TNS_0176_V.mp4,10,100,0.0,None,False,0,154,0.0001,None,False,0,154,0.0002,None,False,0,154,0.0003,None,False,0,154,0.0004,None,False,0,154,0.001,None,False,0,154
TNS_0177_V.mp4,10,100,0.0,None,False,0,154,0.0001,None,False,0,154,0.0002,None,False,0,154,0.0003,None,False,0,154,0.0004,None,False,0,154,0.001,None,False,0,154
TNS_0178_V.mp4,10,100,0.0,None,False,0,154,0.0001,None,False,0,154,0.0002,None,False,0,154,0.0003,None,False,0,154,0.0004,None,False,0,154,0.001,None,False,0,154
TNS_0179_V.mp4,10,100,0.0,None,False,0,154,0.0001,None,False,0,154,0.0002,None,False,0,154,0.0003,None,False,0,154,0.0004,None,False,0,154,0.001,None,False,0,154
TNS_0181_V.mp4,10,100,0.0,None,False,0,154,0.0001,None,False,0,154,0.0002,None,False,0,154,0.0003,None,False,0,154,0.0004,None,False,0,154,0.001,None,False,0,154
TNS_0182_V.mp4,10,100,0.0,None,False,0,154,0.0001,None,False,0,154,0.0002,None,False,0,154,0.0003,None,False,0,154,0.0004,None,False,0,154,0.001,None,False,0,154
TNS_0183_V.mp4,10,100,0.0,None,False,0,154,0.0001,None,False,0,154,0.0002,None,False,0,154,0.0003,None,False,0,154,0.0004,None,False,0,154,0.001,None,False,0,154
TNS_0184_V.mp4,10,100,0.0,None,False,0,154,0.0001,None,False,0,154,0.0002,None,False,0,154,0.0003,None,False,0,154,0.0004,None,False,0,154,0.001,None,False,0,154
TNS_0185_V.mp4,10,100,0.0,None,False,0,154,0.0001,None,False,0,154,0.0002,None,False,0,154,0.0003,None,False,0,154,0.0004,None,False,0,154,0.001,None,False,0,154
TNS_0186_V.mp4,9,90,0.0,None,False,0,154,0.0001,None,False,0,154,0.0002,None,False,0,154,0.0003,None,False,0,154,0.0004,None,False,0,154,0.001,None,False,0,154
TNS_0211_V.mp4,4,40,0.0,None,False,0,154,0.0001,None,False,0,154,0.0002,None,False,0,154,0.0003,None,False,0,154,0.0004,None,False,0,154,0.001,None,False,0,154
TNS_0221_V.mp4,5,50,0.0,None,False,0,154,0.0001,None,False,0,154,0.0002,None,False,0,154,0.0003,None,False,0,154,0.0004,None,False,0,154,0.001,None,False,0,154
TNS_0241_V.mp4,10,100,0.0,TNS_0251_V.mp4,True,5,154,0.0001,TNS_0251_V.mp4,True,5,154,0.0002,TNS_0251_V.mp4,True,10,154,0.0003,TNS_0251_V.mp4,True,10,154,0.0004,TNS_0251_V.mp4,True,10,154,0.001,TNS_0251_V.mp4,True,10,154
TNS_0242_V.mp4,10,100,0.0,TNS_0252_V.mp4,True,6,154,0.0001,TNS_0252_V.mp4,True,6,154,0.0002,TNS_0252_V.mp4,True,10,154,0.0003,TNS_0252_V.mp4,True,10,154,0.0004,TNS_0252_V.mp4,True,10,154,0.001,TNS_0252_V.mp4,True,10,154
TNS_0243_V.mp4,10,100,0.0,TNS_0253_V.mp4,True,8,154,0.0001,TNS_0253_V.mp4,True,8,154,0.0002,TNS_0253_V.mp4,True,10,154,0.0003,TNS_0253_V.mp4,True,10,154,0.0004,TNS_0253_V.mp4,True,10,154,0.001,TNS_0253_V.mp4,True,10,154
TNS_0244_V.mp4,10,100,0.0,TNS_0254_V.mp4,True,7,154,0.0001,TNS_0254_V.mp4,True,7,154,0.0002,TNS_0254_V.mp4,True,8,154,0.0003,TNS_0254_V.mp4,True,10,154,0.0004,TNS_0254_V.mp4,True,10,154,0.001,TNS_0254_V.mp4,True,10,154
TNS_0245_V.mp4,10,100,0.0,TNS_0255_V.mp4,True,3,154,0.0001,TNS_0255_V.mp4,True,6,154,0.0002,TNS_0255_V.mp4,True,9,154,0.0003,TNS_0255_V.mp4,True,10,154,0.0004,TNS_0255_V.mp4,True,10,154,0.001,TNS_0255_V.mp4,True,10,154
